customer_message,brand_reply,customer_tweet_id,brand_tweet_id
@115858 @AppleSupport @116333 @119462 #iOS11 has the worst battery life of any iOS i have ever run on an #iPhone #Worstbatterylifeever,@352038 We can help with battery life. What version of the iOS are you currently on?,978354,978352
@AppleSupport new update for macs have stopped them from receiving or sending airdrops?,@739662 Help is here! Check out this article and let us know if the issue with AirDrop persists: https://t.co/EEbaFQMCMU,2617018,2617017
"@AppleSupport I see the option.  It plays the song at full blast 100% of the time.  Version 11.0.2, just upgraded.  Had the same awful result w/ 11.0.1.",@163865 Got it. Thanks for confirming. Let's meet in DM to continue working on this. https://t.co/GDrqU22YpT,202465,202466
THE ONLY THING THAT COMES UP WHEN I SEARCH FOR HARRY STYLES BEHIND THE ALBUM IS A 30 SECOND TRAILER I DON'T PAY £9.99 A MONTH TO NOT HAVE WHAT I'M MEANT TO HAVE @AppleSupport @115948 https://t.co/CIG1GZinTc,"@743090 This for reaching out to us today! Look for our response in DM, and we'll continue further from there. https://t.co/GDrqU22YpT",2631615,2631614
This Update Messing Up My Phone  @115858,"@538288 We'd like to hear about what's happening with your iPhone. Send us a DM with the details, and tell us which iPhone you have. https://t.co/GDrqU22YpT",1792184,1792183
@AppleSupport Batterij bij #I-Phone 6 leeg zonder melding binnen enkele minuten zonder bijzondere dingen gedaan te hebben! #new software ?,@196202 We offer support via Twitter in English. Contact us for help in your preferred language here: https://t.co/IBIY3vMgPj,336212,336211
@AppleSupport UK English,@173312 Thanks. DM us and we'll look into this further together. https://t.co/GDrqU22YpT,241400,241399
"@AppleSupport Hi! I’ve just installed the Splyce app, and now I can’t pair with any Bluetooth device, can you help me?",@204181  We want your device working as expected. What's the behavior when you uninstall the app?,372213,372212
@AppleSupport It has more or less the same set of apps as my iPad Air 2. I expect it to be slow er but it grinds to a halt with things like Safari and Spotify. Have cleared Safari cache and hard reset but to no lasting avail,@140614 Are those apps also slow to respond when connected to another network?,2291611,2291613
@AppleSupport what’s with ios11.0.3?Sluggish performance.Increased battery usage.Get trapped in apps &amp; cant get out.Mixed Reboot results.,@576632 We're here to help. What applications are you using when you're experiencing these things? DM us back to continue. https://t.co/GDrqU22YpT,1938449,1938448
@AppleSupport I'm running into a storage issue with my macbook and I want to remove all my music and photos that are synced from cloud without deleting them from the cloud. How can I do that?,@311212 We'd like to help! check out this article: https://t.co/YdxMLCGw05,2111323,2111322
@AppleSupport @115858 y’all do realise we can’t even use the letter I️ !?!?!?!?!?,@499662 Thanks for reaching out. We have a workaround for this here: https://t.co/xXaXeeSRt9 DM us if you still need help.,1633043,1633042
Bring Back my sound @AppleSupport 😡🤬,@273855 We'd be happy to continue working with you. Send us a DM. https://t.co/GDrqU22YpT,2455367,2455366
@AppleSupport Can I buy the iPhone on the Internet and withdraw from the physical store?,@703357 In-store pickup is available in quite a few countries. When you are setting up the order you'll see the option for in-store pickup and you can use that to set it up.,2455310,2455312
@AppleSupport my photos got delted when i reseted my phone.  How to get them back??,"@677419 We've got your DM's, and we look forward to working with you there. https://t.co/GDrqU22YpT",2341938,2341937
@115858 how to disable automatic brightness? Its completely annoying!!! 😡😡😡,"@761550 We know it's important to have your device display adjusted to your liking. Which device are you using, and which OS software version is installed? For example, tell us if you're using a MacBook Pro with macOS High Sierra, or an iPad with iOS 11.",2712552,2712550
"@AppleSupport Please add new options for AssistiveTouch on iPhone X, like simulate double click on power button or switch off phone.",@148136 We're always looking to improve your experience. Let us know what you'd like to see here: https://t.co/eTPVYVFyd8,1525112,1525111
"@115858 for the love of god please fix this I️ problem, it’s driving me crazy!!!","@617488 Thanks for reaching out! We've just released iOS 11.1.1 which addresses this issue. Learn more, here: https://t.co/uQeXsrrlXJ",2185514,2185513
@AppleSupport I just updated to iOS 11.2 and I don’t see Apple Pay Cash feature anywhere. Help!!!!!,"@224069 We're excited about Apple Pay Cash too! If you're in the US, those features will require iOS 11.2 and will begin rolling out early next week.",557814,557812
Every time I try and watch a video on Twitter my phone freezes and crashes. It’s either ios11 or the app. Fix this! @AppleSupport @TwitterSupport,@776921 Thanks for contacting us. We'd be happy to help in any way we can. We recommend checking out this link: https://t.co/fUZ0NRJxcn,2782043,2782042
"Hey @115858 I️ def update my phone.....why do I️ still see a box, exclamation mark, and question mark whenever the letter I️ is used 🤔🤨🧐",@462518 We can offer some guidance. Meet us in DM and we'll continue from there. https://t.co/GDrqU22YpT,1475426,1475425
Come on Apple get your shit together with the letter ℹ️ already. Wtf!!! #soannoying @115858,"@684955 We'd love to help. Can you DM us your complete software version from Settings &gt; General &gt; About, next to version? https://t.co/GDrqU22YpT",2374425,2374424
"@193772 @AppleSupport @318 Je rajoute pour @AppleSupport qu’avec la derniere maj, les chargeurs et batteries externes ne sont plus acceptés 😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡",@193771 We offer support via Twitter in English. Contact us for help in your preferred language here: https://t.co/IBIY3vMgPj,326438,326437
@AppleSupport all of a sudden I am getting emails pushed via apple mail- I’ve had them set as fetch for a long time. Can’t find where to change back to fetch. The only change I have made is software update. HALP! I don’t want all these to push.,"@122014 We can understand not wanting the incoming emails to push through. We'll get to the root cause of this, and find you the information you need.

In order to do so, we have some questions for you. Please meet us in DM with your current iOS and we'll go from there. https://t.co/GDrqU22YpT",27440,27439
"@AppleSupport 

You guys have a problem with your verification process ...
Trying to update all my devices here, 6 of them and keep getting:

                   “Unable to verify update”

What is wrong ?",@179854 We'd be happy to look into this with you. Could you please send us a DM so we can gather some info and get started? https://t.co/GDrqU22YpT,2041709,2041706
@AppleSupport I'm down 1 iMac and 1 MacBook Pro because it won't finish updating to High Sierra for the past 10 days...and my iPad Air which the day I updated to iOS11 starts draining the battery &amp; apparently now needs a total battery replacement...coincidence @115858?,@774564 We can look into this with you. Send us a DM with more information on what's happening with each of your devices. https://t.co/GDrqU22YpT,2770808,2770807
"@115858 How am I supposed to tell the time from this? 11.0.2, this is my lock screen... #iOS11bug https://t.co/jMdjGKK04S","@203274 Let's work on it together. If you haven't yet, let's try a restart, here's how: https://t.co/OWRDHWSt4h",368337,368336
@115858 @AppleSupport what’s up with all the question mark Jawns?,"@480275 Tell us a bit more about what you're seeing, and the device you're using in DM. We'd love to help! https://t.co/GDrqU22YpT",1552176,1552175
@AppleSupport 11.0.3,@314587 We'd like to further review this for you. Please DM us and we'll get started. https://t.co/GDrqU22YpT,817026,817028
@AppleSupport Yeah,@170334 When using Touch ID you would need to remove the gloves to use the feature since the sensor requires the reading of your fingerprint. https://t.co/AsMLCsnb6S,450364,450362
I AM TIRED OF SEEING A FUCKING QUESTION MARK IN A BOX FOR THE LETTER I @115858 FIX THIS PLEASE,"@664901 iOS 11.1.1 was recently released and it includes a fix for autocorrect issues. Be sure to back up your device prior to updating, and let us know if the issue persists afterward. How to back up: https://t.co/4f8hwT5to6
If you have questions, DM us. https://t.co/GDrqU22YpT",2288622,2288621
"Dear @115858 or @123765, these ? Boxes are really annoying. Why can’t I️ say I️ ??????","@486993 We're happy to help. Try out the steps in this article: https://t.co/xU1AGHStV6
Let us know if that works for you in DM. https://t.co/GDrqU22YpT",2005567,2005566
"@AppleSupport Issue is gone now, after I rebooted the iPhone.",@184885 Good to hear! Feel free to reach back out if you need any more help in the future. Have a great weekend!,289096,289098
"@AppleSupport @115858 you’re killing me...what is this??? 
“it” turns to I.T 😒🤦🏽‍♀️",@254093 Let's check this out together. Which iOS version are you running? Follow us to DM and we'll take a closer look. https://t.co/GDrqU22YpT,570945,570944
@AppleSupport y’all need to respond to my DM,@435353 The best place to get help with your order is with our Online Sales Support team: https://t.co/8yjRd1Xo0i,1352272,1352271
@AppleSupport I 100% bought “When Breath Becomes Air” but now can’t find it on any device or in my purchase history. What gives??? #help,"@316907 We'd be more than happy to help locate your digital purchase. First, check https://t.co/tlZYM6JMKL to see if it's there.",826641,826639
@115858 I found a bug in your software. When I flip my settings screen up from the bottom and turn off my WiFi ... https://t.co/YNdb4vC279,"@529785 Hey, there. We want to learn more about what's going on. Please send us a DM and we'll go from there. https://t.co/GDrqU22YpT",1760225,1760224
"Until @115858 fixes this #iphone issue Me will talk like this! 💪🏽 

#iOS11 https://t.co/5qIf3OHN3k","@516886 Hey there, we'd like to help. Meet us in DM and let us know what's happening. We will proceed from there. https://t.co/GDrqU22YpT",1705339,1705338
@AppleSupport hi. I have plugged in an Apple usb to lightning adaptor to my ipad pro. Yet it tells me mass storage device requires too much power. How is this possible?  It is meant to allow me to upload files from a device to my ipad. Help?,"@524615 Let's take a closer look. To better assist, what type of storage device are you attempting to connect?",2282706,2282703
"@AppleSupport I am running on iOS 11.1, crackling sound ws reported 6 months back but now it is relatively less after update but Call Volumes have dropped",@124483 Thanks for that information. DM the country or region where you are currently located to continue. https://t.co/GDrqU22YpT,38877,38875
The word it messing up now too. Literally @115858 fix my damn phone. 🤦🏾‍♀️,@598729 We'd like to know more about what's happening to see if we can help. Send us a DM with what type of iPhone you're using. https://t.co/GDrqU22YpT,2024575,2024574
.@115858 this I️ glitch is actually the worst thing that has ever happened. Please react accordingly.,@482931 We understand how important being able to enter accurate text is. Please follow the steps here: https://t.co/sDSg93LaFu,1563952,1563950
"@AppleSupport @115858 for real, what did this update do to my iPhone and iPad keyboards “a?” Thing mean? Why is my autocorrect messed up?",@496803 Thanks for reaching out. We have a workaround for this here: https://t.co/xXaXeeSRt9 DM us if you still need help.,1621220,1621219
"@AppleSupport Macbook air running 10.11.6 and yes have removed cookies, cleared cache, and restarted, I'm in the USA (Bellevue WA) this just started today .. my Safari update was on 10/31, my iPhone update was last night, no other updates available for my MBA.",@683807 Let's meet up in DM and continue the conversation there. https://t.co/GDrqU22YpT,2369431,2369432
@AppleSupport Still having the issue,"@447923 Thanks, we got your DM. Look forward to our reply from there.",1410869,1410873
"Someone let me know when @115858 fixes the ""I"" glitch so I can update to iOS 11","@188308 We recently released an iOS update that contains a fix for autocorrect issues. Let’s be sure to back up your device prior to updating. How to back up: https://t.co/4f8hwT5to6

DM us back if you have any other questions. We're here to help. https://t.co/GDrqU22YpT",302964,302963
@AppleSupport it’s 11.1.2 https://t.co/DTLmjs18Js,"@776002 Thank you for the video. Just to be sure we are on the same page, are you referring to the black screen that appears briefly while loading the Music App, then turns back to white?",2900451,2900453
@AppleSupport hi 😊could u give me a solution on how to fix this cus it always pop up on my screen. TQ. https://t.co/3RhNnQm7w9,@568006 We'd like to look into this with you. Could you Direct Message us and let us know what iOS version you're on? https://t.co/GDrqU22YpT,1906356,1906355
@AppleSupport this is the second time I’ve gotten a random person added in my group chat. Am I getting hacked? Idk that (817) # https://t.co/YXeyX7q2IY,@670689 We'd like to help. DM us what iOS version you're on. https://t.co/GDrqU22YpT,2312757,2312756
"@115858 @applesupport I had the phone since April. No one there can tell me why the phone is not covered by warranty and why Apple won't replace it. They say could be water damage or broken screen, but I haven't had the phone in water nor screen was not damaged when sent.",@665907 We're more than happy to look into the notes for your iPhone and figure out what's going on. DM us your country to get started. https://t.co/GDrqU22YpT,2293095,2293094
"@AppleSupport GPS on Maps &amp; Waze apps state: ""No GPS, Showing approximate location"". Went through 2 iphone 8s w/ this issue. Please resolve!",@321736 We're here to help! Send us a DM with the country that you are located in to continue. https://t.co/GDrqU22YpT,848989,848988
I shouldn’t have updated my phone. My screen goes out every hour now. @AppleSupport y’all playin,@324726 Hi there. Please DM and tell us which device you're using. We'll meet you there to help out. https://t.co/GDrqU22YpT,862173,862172
I’ve really had enough of these question marks @115858 fix it please,"@591899 We can help. DM us the type of device you're using, the software version, and some more details about what you're seeing. https://t.co/GDrqU22YpT",2001709,2001708
"God damn it, @115858 
Updated my phone and now my battery life is GONE. Please stop having ur phones bug to update when it ruins the phone. 😡","@144021 That's not the experience we want you to be having with your iPhone. Please send us a DM and tell us which country you're in and which device you're using, and we'll assist you. https://t.co/GDrqU22YpT",125017,125016
@AppleSupport Yes. When I drag content to the iPod it just circles and says preparing to update,@378631 We understand. Let's take a closer look at this in DM. https://t.co/GDrqU22YpT,1095994,1095995
@115858 why do ur software updates always fuck up our iPhones!! This is BS! Don’t make me go get a fuckn android next time!!! 😡 u trying it!,"@566525 We'd love to assist you with any issues you're experiencing. Meet us in DM so we may gather information, and better assist. https://t.co/GDrqU22YpT",1901023,1901022
"@AppleSupport Thx for the reply. Basically, it constantly freezes, usually when opening various apps, and requires a hard reset every time.",@452619 Let's work on this together. Meet us in DM with your iOS version shown in Settings &gt; General &gt; About. https://t.co/GDrqU22YpT,1432455,1432457
@AppleSupport CAN YOU PLEASE FIX MY “I️” SITUATION. MY TEXTS LOOK LIKE A DRUNK PERSON’S,@517532 We're here to help. We recommend the following steps in this guide: https://t.co/xXaXeeSRt9,1707813,1707812
Fuck you @115858 and your stupid glitch,@623843 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,2116306,2116305
@AppleSupport Is there any PC suite kind of app for iPhone for Windows OS ?,@142826 You can use iTunes for Windows with our iPhones: https://t.co/pr9myqiNCo,1404840,1404841
"@AppleSupport so now not only my iphone 7 has issues, now login as a root empty password on osx works. Really apple? Steve Jobs will be so disappointed on you guys @116333",@554496 We're happy to help. DM us at the link below for further assistance. https://t.co/GDrqU22YpT,2924635,2924634
@AppleSupport Yep! Just need to change the shipping address if possible,@437432 Thanks for that information. You can make changes here: https://t.co/jr7MZtpSNY,1363287,1363289
@AppleSupport I was doing the 11.1 update and I placed my phone on the charger while it was updating. I heard a cracklings during the update. It did not happen before or after. I just hope it didn’t damage the phone.,"@489692 Have you updated to iOS 11.1.1? If so, did you hear the sound again? Please let us know in DM. https://t.co/GDrqU22YpT",2255366,2255365
@115858 @AppleSupport You need to create a icon in the notification bar to confirm whether the Pencil is connected or not at a glance,@379676 We love hearing suggestions. Here’s a great link to submit your feedback: https://t.co/eTPVYVFyd8,2435354,2435353
@AppleSupport I can’t download or update any apps in my iPhone 📱,@257163 Got it! What happens when you try to update or download apps? Are you receiving any messages?,1246407,1246409
Yo @AppleSupport are you just not going to fix this glitch with the letter i? It’s been like 3 days this is ridiculous.,@595830 Thanks for reaching out. We have a workaround for this here: https://t.co/xXaXeeSRt9 DM us if you still need help. https://t.co/GDrqU22YpT,2014992,2014991
@AppleSupport New update wifi now doesn’t work @AppleSupport,@213886 That's not the experience we want you to have. Can you tell us a bit more about what's happening with Wi-Fi on your device in DM? https://t.co/GDrqU22YpT,810329,1789942
"@AppleSupport Houston, TX, USA",@129828 Thank you for the DM. We'll continue working with you there.,172968,172970
@AppleSupport any ideas why Photos on iMac keeps getting stuck “updating” and stops communicating w/ iCloud Photo Library?,@289534 Let's get our Photos team to take a look at this. You can contact them through this link: https://t.co/IBIY3vMgPj,709064,709063
@115858 can you please tell me the Twitter handle for help with frequent flyer points with Apple purchases in Australia? Thx.,@424994 Great question! Let's have you reach out to your regional support for additional guidance here: https://t.co/IBIY3vMgPj,1305216,1305215
"nah mate, phones going proper slow and it’s pissing me right off. @115858 get ur shit together",@714060 We're happy to assist. Which iOS version are you currently running? Go to Settings &gt; General &gt; About for the version.,2503737,2503736
"@115858 I just updated my phone to the newest iOS version, and now it says I can’t sync b/c “this phone cannot be read from or written to.” Please advise.",@678367 How exactly are you trying to sync your device? Do you see this when connected to iTunes?,2345997,2345995
I’m so salty because my iPhone 8+ glass back cracked after I dropped it WITH A CASE. Smh @115858,@765481 Hey there. We've got your DM. We'll meet you there to help out.,2730380,2730379
@AppleSupport need y’all to fix this “I️ “stuff I’m out here looking dumb,@486623 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9 https://t.co/GDrqU22YpT,2123918,2123917
@175231 @13069 @13070 Freaking autocorrect won’t put any respect on your name. *Brianni!! @115858 please recognize. Thanks.,@175230 We'd like to help by providing the steps under 'Have a word or phrase you use and don’t want it corrected?' here: https://t.co/7S7p1ZvnnE,249304,249303
My 1st gen @115858 watch's battery no longer makes it through 1 day after #watchOS4 update.  Guessing I'm wearing a normal watch out tonight.,"@302348 We'd like to look into this with you. Send us a DM with more information, and we'll go from there. https://t.co/GDrqU22YpT",763108,763107
@AppleSupport ipad updates. any problems? My iPad died and won't come back on. I think its charging but won't turn off or anything. PC does recognise it. is this an updates problem?,@149700 Hello. Thanks for connecting with us concerning this issue. Let's follow the steps here to see if we can get your iPad back up and running: https://t.co/8MvHMFZ83h,2896110,2896109
@AppleSupport its now at 8 percent im just on safari on archive of our own 😔🤙🏻,@611487 We’d like to help with the battery. Can you start by confirming what uses the most battery via DM? https://t.co/2voRgjSsVf https://t.co/GDrqU22YpT,2067792,2067791
Hey @115858 my IPhone battery life isn’t accurately being represented due to your latest update @AppleSupport https://t.co/7JpwoXigWm,@340117 Let's peek into this together. Send us a DM with more about what you're experinceing and we'll go from there. https://t.co/GDrqU22YpT,927727,927726
@AppleSupport this update fucked up my phone. Y’all been slacking tremendously.,"@446995 We want to help. What issues are you experiencing? Let us know in DM, please. https://t.co/GDrqU22YpT",1406840,1406839
@AppleSupport Are the Apple watches' batteries of generation 1 to series 3 equally made or different and improved in durability? #thx,@217050 Thanks for asking! Check out this link that compares all Apple Watch models. https://t.co/RmQTRHYquI,429142,429140
"Okay @AppleSupport enough is enough, what’s going on with the letter i?",@456856 We'd be happy to look into this with you. Send us a DM with more details to begin. https://t.co/GDrqU22YpT,1451585,1451584
@AppleSupport I️,"@632640 Thanks for reaching out! We've just released iOS 11.1.1 which addresses this issue. Learn more, here: https://t.co/xXaXeeSRt9",2152993,2152995
@AppleSupport Is IOS 10.3.3 still being signed for iPhone 6s?,@140656 Can you clarify your question a little more? We are unable to discern what it is you are asking exactly. Thank you.,662801,662799
"@115858 i’m not playing, send me a new phone. your update makes me hard restart my phone 5-7 times a day when i try to open regular apps.","@455155 We'd be happy to look into what's going on. To start, reach out to us in DM and we'll continue from there. https://t.co/GDrqU22YpT",2043501,2043500
@AppleSupport This is a security issue! Why not have it not auto rejoin??,@524783 DM us using the link below and we'll look into this further with you. https://t.co/GDrqU22YpT,1738673,1738674
"@AppleSupport Hi, Apple!  Yes, I’m at the latest iOS.  Also, auto updates are turned on, but not on cellular data.  And yes, I’m plugged in and connected to my home WiFi.","@221785 Auto updates will happen if the conditions you already described are present with a couple of caveats. They happen between 2 and 4 AM and the device has to be plugged in, connected to Wi-Fi and locked at that time. Are those condition present as well? Hit us in DM. https://t.co/GDrqU22YpT",487857,487859
@115858 how come I can’t type url into my browser on iOS 11? The keyboard doesn’t appear #Bugs,"@436619 We'll be happy to help out. Which exact version of iOS 11 is installed? Also, what device is affected by this issue?",1358045,1358043
"@AppleSupport As I️ said, look at these boxed question marks 🙂🙃 https://t.co/KqXwXikc0F",@532479 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,1771458,1771460
The iPhone 8 hella stupid @AppleSupport y’all my phone fucking up,@267026 We want to know more so we can help. What's going on with your iPhone? DM us and we'll work with you further there. https://t.co/GDrqU22YpT,619541,619540
"@115858 @AppleSupport please unlock my phone, this two factor authentication is killing me!",@477306 We'd like to help. Tell us a bit about what's happening when you try to unlock your iPhone in DM. https://t.co/GDrqU22YpT,1539991,1539990
@115858 help.,@587238 We're here to help you. Send us a DM with more details on what is happening. We'll get started on this together. https://t.co/GDrqU22YpT,1983937,1983936
@115858 time to switch to @1647,@314089 Thanks for reaching out. DM us more info about your experience and we'll get you to the right spot. https://t.co/GDrqU22YpT,815000,814998
@AppleSupport @115858 como faço para ver esse defeito já que paguei caro por um aparelho https://t.co/dqBkrHl77f,"@252095 Since our Twitter support is available in English, get help at https://t.co/IBIY3vMgPj or join https://t.co/pvaOFfPbjt",564052,564051
"@AppleSupport I have the new iPhone 8+ and sometimes when accessing the camera from the lock screen, I get a black screen with the spinner.",@272712 Thanks for reaching out. Have you tried restarting your device following these steps? https://t.co/OWRDHWSt4h,643243,643242
"Hey @115858, how the f*uck do I turn of this terrible new (dis)connect wifi and bluetooth feauture?! Damn, how it sucks!!",@209482 Let's us help today. See this link for information on Bluetooth &amp; Wi-Fi in Control Center: https://t.co/G7BHuQnDS6,394572,394568
@AppleSupport my phone keeps spazzing out pls fix this thank u,"@603709 Thanks for reaching out. Which iPhone model and iOS are you having issues on? DM us, we'd like to help. https://t.co/GDrqU22YpT",2041731,2041729
@AppleSupport Already did that https://t.co/TQPIBDVAFO,"@134529 Thanks. Are you seeing the question mark when you try to type the letter ""i"" or are you only seeing it on posts or messages from other users?",84231,84233
@AppleSupport why is my phone lagging so bad? keyboard especially. please hlp.,@533279 Thank you for reaching out. DM us your iOS version to get started. https://t.co/GDrqU22YpT,1774490,1774489
"@AppleSupport High Sierra 10.13.1
Happens randomly as I move around in different programs. Sometimes if there is any stylization on text this also causes issues with pasting. Computer is a late 2015 mac book pro. If its just me let me know, but looks like an issue according to google search","@531982 Just to be clear, you're now having issues with High Sierra copy and paste? As in, the copied text does not retain its formatting? What applications are copying from and to?",2438561,2438563
@AppleSupport 11.2 says it’s the latest update. It’s my Microsoft account which also covers Hotmail. It’s when I try to login on Safari keeps telling me the password is wrong.,@134431 Did you recently change the password for your account?,588147,588150
@applesupport my iPad won’t update to iOS 11.0.3,@360892 Updates are important &amp; we can help. When updating do you receive any error messages? Are you updating over Wi-Fi or iTunes? https://t.co/GDrqU22YpT,1018111,1018110
#ios11 is draining battery very badly  plz update it @115858 @AppleSupport,"@604458 Battery life is important, and we're here for you. To get started, which device are you experiencing this on? Let us know in DM. https://t.co/GDrqU22YpT",2043978,2043977
@AppleSupport And then I will have edited still photo AND Live Photo?,@251802 That is correct.,563044,563045
"Dang, for real though @115858 @AppleSupport, this iOS 11 really crashing my phone &amp; freezing it multiple times a day... smh.",@316701 We'd be happy to look into this with you. Send us a DM and we'll continue from there. https://t.co/GDrqU22YpT,825894,825891
I’m not deleting all the fucked up tweets with I️ all fucked up @115858 fix my shit,@488722 Thank you for contacting us for support. We'd like to help. Let us know if this article helps: https://t.co/sDSg93LaFu,1589350,1589349
"@AppleSupport I don’t like the screen shot update. When I do a screen shot I simply want it saved to my phone, not all this extra editing. 👎","@128906 We'd like to help. You can tap on ""Done"" to immediately save a screenshot without edits: https://t.co/rv9TRgCtbC",56982,56980
"@115858, you do realize you have a problem with Safari on Mac? It has a consistent tendency to hang, then not quit, and prevent restart.",@355557 We'd like to see what's happening with your Safari! Which Mac and OS are you using?,1920123,1920121
@AppleSupport !!! That fixed it!!!!! Thanks so much!,"@567880 It's our pleasure! We're glad that resolved the issue. If you need any assistance in the future, please reach out to us.",1905754,1905758
"@AppleSupport Well when I go between apps, my entire phone freezes. I’ll try to hit my home button but my phone will stay frozen.","@380186 Please, send us a DM. We'll continue with you there. https://t.co/GDrqU22YpT",1102637,1102639
@AppleSupport I’m sure you are aware but my when i type I️ it messes up to a weird symbol,@487232 We'd recommend trying the steps here: https://t.co/xU1AGHStV6,1583104,1583103
@AppleSupport And i cant fix it i had to turn off auto correct and check spelling,@125900 Let's get this figured out. Which iOS is installed? Please DM us. https://t.co/GDrqU22YpT,44608,44607
Awesome how much money I spend on an iPhone per month and this new update freezes on every app. Great job @115858 @AppleSupport keep it up,@585520 Thanks for reaching out. We'd like to know more to assist. Send us a DM using the link below and we'll take it from there. https://t.co/GDrqU22YpT,1977257,1977256
Since this new iPhone update my phone is nothing but a piece a crap. Never had I had a phone so slow skinny the simplest tasks @AppleSupport,@397282 We'd be happy to assist with your iPhone today. Send us a DM to get started.,1178925,1178924
I updated my software so why I still can’t see some of the emojis ppl post @115858 😡,@589122 Thanks for reaching out to us. We'd like to help you and look into this further. Please DM us to continue working on this. https://t.co/GDrqU22YpT,1990649,1990648
"@435170 @AppleSupport @582953 since latest IOS update my radio apps aren’t functioning properly, keep cutting out? Why? #annoying",@582952 We'd like to take a look at what's happening to see if we can help. DM us with what type of device you're using. https://t.co/GDrqU22YpT,1967212,1967211
@AppleSupport Hi my iPhone 7 keeps turning the sound off even though I’ve not touched the button on the side. Any idea why? Thanks.,@655566 Which version of iOS are you using? Let’s also make sure that Do Not Disturb is disabled: https://t.co/8HnF4Ksats,2249997,2249995
"Why does this happen if I type the letter I? It just started this today, was fine before. Fix this @AppleSupport. https://t.co/ijVowdwRuq",@499907 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,1634083,1634082
@AppleSupport Yes,@217435 Does Bluetooth work with any other devices apart from the car?,430771,430773
@AppleSupport can you explain the problem I’m having with the letter I️?,@592248 We're happy to discuss your concerns in DM today. Use this link to provide us your device model and software version: https://t.co/GDrqU22YpT,2002873,2002872
@AppleSupport I remember when I was on the phone with y’all bc all my photos (high school to college) got deleted after I️ updated. you all said it couldnt have been the update even tho I️ backed it up for generations (IPhone 3g-&gt;6) and the same thing just happened to my dad,@367929 We'd love to look into this with you and see if we can help out your dad. Do you have his phone with you to troubleshoot?,1049036,1049034
@AppleSupport I unplugged the phone from my Mac keyboard's USB and instead straight into the Mac and the Restore completed. No idea why that matters. #fin,@218878 Thank you for letting us know. Is everything working correctly for you now?,437411,437412
"@AppleSupport “I’d rather not remove and re-add” but if that is my only option, I will. 

Shouldn’t I be able to edit the login credentials in Settings, or is that no longer an option?",@267257 With the newer ways of authenticating it's not as simple as storing a password. Removing and re-loading also helps to make sure your settings to connect to the account are fully up-to-date.,2277655,2277657
"@AppleSupport Do movies listed as DolbyVision in Tunes also support HDR10? Or is this random? Curiously, they are always listed as either or","@123986 Great question! If you see the HDR icon, this iTunes Store movie can play in HDR10. Check this out: https://t.co/SFdFHkEs3N",36655,36653
@AppleSupport is this real or not? Scared that someone could’ve hacked my account. https://t.co/Hrsxdr2M8k,@381531 No worries. Join us in DM so we can help get this sorted out: https://t.co/GDrqU22YpT,1108092,1108091
"Why is it that everytime a new iPhone is released, the following update to the old generation starts fucking up! @115858 why!!!!!",@482944 We'd love to help with any issues you're experiencing on your iPhone. Please let us know exactly what's going on.,1563981,1563980
@115858 how do I follow-up on a poor customer service experience?,@796069 We'd like to hear about your experience with us. Send us a DM with details and we can start there. https://t.co/GDrqU22YpT,2866168,2866167
@AppleSupport iOS 11.1.2 iPhone 7,"@575515 When you're seeing this issue, is it when you type or are you only seeing it on texts, iMessages that you're receiving or posts other individuals have made on social media apps?",2910444,2910446
@AppleSupport That still doesn’t work,@515742 We'd like to continue via DM. Reach out using the link below. https://t.co/GDrqU22YpT,1700857,1700859
Tell me why my battery is drowning massively after installing iOS 11.0.3. @AppleSupport,@573696 We can definitely look into this with you. Meet us in DM and let us know which device we're working with. https://t.co/GDrqU22YpT,1927708,1927707
"@AppleSupport Thanks for the info, but I’ve done/do all of these things. That’s why I am so confused that it has consistently not worked well.","@189393 We'd like to look into this with you further, please connect with us via DM: https://t.co/GDrqU22YpT",307326,307327
@115858 can you please fix me glitch? Me no like talking like this.,@629057 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,2138833,2138831
@AppleSupport De verdad lanzaron una actualización que hace que la laptop no reconozca los discos duros??? Rlly???,@301100 We offer support via Twitter in English. Get help in Spanish here: https://t.co/IBIY3vMgPj or join https://t.co/OczyRx7IOs,757848,757847
@AppleSupport Disagree. Why are loads of apps all doing the same since I upgraded to iPhone X - all worked fine before.,"@778263 Reach out to us via DM, then we can advise you further on this from there. https://t.co/GDrqU22YpT",2787838,2787840
@AppleSupport Yes,"@698529 Thank you for clarifying. Does your iPhone have iOS 11 installed, or is an older version still in use?",2434236,2434239
"@AppleSupport It might not even be webpage, maybe a demanding App like photoshop",@396526 We'd like to dig a little deeper into your issue. Reach out via DM using the link below. https://t.co/GDrqU22YpT,1175537,1175538
